phase,start_date,end_date,trading_days,blogs_used,blogs_skipped,initial_capital,final_value,total_return_pct,max_drawdown_pct,sharpe_ratio,total_trades
A-friday,2025-11-03,2026-02-13,71,16,0,100000,104622.73906265001,4.6227,-2.8883,2.1268,246
